tweet;durum
boyle 1 numaradan arandim iphone garanti suresini para karsiligi uzatmak istiyorlarmis!?;3
ipad 2 versenizde oradan okusak, olmaz mı =);3
Hazine ve Risk Yönetimi Başkanı Murat Doğan Erden, 250 milyon doların iki ayrı 5 ve 7 yıllık planlarla geri ödeneceğini söylüyor.;3
galiba :) sen birde o telefonuna baksan,yazdıklarımla Türkcell muhattap olmasa sadece ne güzel olur dimi :);3
sen vodafone gibi anı yaşarken,ben turkcell gibi seni her yerde çekemem;3
#hayattansogutanseyler turkcell mesajı.;3
Benim belayi cekim gucum 4 ceker o kesinn.;3
Turkcell, vodafone falan satıyor. Fiyat tam net bilmiyorum ama 2binin üstünde.;3
Bende turkcell im :D ne değişir;3
Beyoglunda gune baslama rituelini sevdim..bu da olurmus. ( Turkcell Akademi w/;3
Doğum Gününüz kutlu olsun.(İnsan birgün daha bekler).Turksel öyle bir hata yapmaz olmazsa biz göndeririz relax..;3
beni bir tek turkcell aradı oda yanlış aradı.;3
Nasillll :) ( Turkcell Superonline);3
"Hem de aynı okuldanmışız, ODTÜ işletme. Sevgiler ve basarılar, tabi aynı zamanda ""iyi yıllar"".";3
niye garantisiz ve turkcell siz;3
"sertap : hayat paylasınca güzel la la la .. Belieber : hayat paylasınca güzel fa la la &lt;3  Ben geldim .d beğenin...";3
bilmiorum ki kocum trcell i kullaniorum artik;3
abi süperonline a mail attım. aynen dün akşam konuştuğumuz gibi bakalım ne olacak...;3
"Charlene Li: ""Hem şirket içinde hem de dışında, paylaşan bir sosyal kültür oluşturmalısınız."" #PazarlamaKonferansi Hayat paylaşınca güzel :)";3
benden size admin kıyaa  türkcell hattı olanlar MUZİK yazın 1040 yollayın 20/50dk hattınıza yükleyin   y.h;3
"Sen wodafone qibi Her Ani ya$arKen... Ben Seni TùrkseL qibi Her yerDe ÇeKemem.. $imDi qeL AyriLaLim Desem... Avea qibi ""OH BE"" DiyeceKSin.xD";3
turkcell mı? Nasıl yetiyor mu 250mb;3
kontürüm yok , senin turkcell kapalı;3
ooo hani paylaşım ruhu, hani yardımlaşma, yok yok, yardımseverlik yerlerde, sanat destek sıfır,bi kişide gnç turkcell şifresini paylaşmadı:(;3
abime dön adam satışını yapıyor turkcell :D;3
iPhone 4S satış fiyatları belli oldu..  via;3
nerde Turkcell kurumsal iletisim nerde BMW. Bosuna Turkiye'nin guvenilir markası degiliz..;3
aynen, acaba başka birinden mi diye ümitleniyorum ama yok yine turkcell;3
""" Bugün tatil! :) Kendimi çok enerjik hissediyorum diyenler RT etsin!"" Kim demis tatil diye sabah 9 aksam 8 calisiyoz..";3
"kayıt başladı Check out ""Turkcell 2011 Blog Ödülleri""  via";3
nedir problem çözelim ?;3
biz formalite maçını şampiyonlar liginde değil türkcell süper ligde oynarız:DDD;3
Opera mini'ye ücretsiz indirin, ve ücretsiz istediğiniz siteye girin gezin.  Tl yokken girin. Turkcell...;3
gorsun  nolcak :);3
bu türksel cocuklarımın anası olsun istiyorum!!!!;3
Sözleşme tarihi belli. O gün orada BB uzmanı bir arkadaş vardı o yönlendirdi. Gerekeni yaparız hepbirlikte...;3
uygun paketlere gec... 5000 dk turkcell, 2000 dk diger hatlar 2000 sms 2 gb internet.. 1 yillik taahhut 95 tl;3
numarasını turkcell'den vodafone'a taşıyan ve de memnun olan var mı?;3
Turkcell sınırsız vınn kampanyasından bireysl abonelrde faydalanabiliyor mu?Bir kamu çalışanı öğretmen olarak ne kadr öderm;3
Sertap : hakan tecavüze uğruyorum .!! aaa Hakan : Hayat Paylaşınca Güzel .!;3
iPhone 4S, Turkcell ve Vodafone tarafından 16 Aralık'ta aynı anda Türkiye'de satışa sunacaklar. Bu arada ön siparişleri almaya başladılar.;3
"""sen vodafone gibi anı yaşarken ben seni turkcell gibi her yerde çekemem."" ;)""";3
#YeniYilKararlarim bumesajı RT yapan tüm turkcell kullanıcılarına masaustu takvimi bizden...#benimutlueden #2012hayallerim;3
3TLye sınırsız Face yerine 5TLye sınırsız sosyal paketi yapsanız,Twitter,G+ vb. tüm sosyal ortamı dahil etseniz...;3
Turkcell kanka hayırdır;3
Bugün Turkcell blog odullerinde oylamanın son gunü! Yoksa sen hala seyahatpereste oy vermedin mı?;3
turkcell'iniz coktu galiba. Iyi seneler!!;3
NTV'den başka mesaj atanim yok. Artık Turkcell'de sadece kontör yüklediğimde mesaj atiyor.;3
Kadir Çöpdemir'in Turkcell reklamındaki hali gibiyim.Çalışan herkese memleketi sen mi kurtaracan raconu kesiyorum.Şemsiyeyi de hissediyorum.;3
"eeee RTE'ye mi özendi ne :P Avea'nın saldırgan reklam politikası kötü, Vodafone ""bugün Turkcell'e yarın bana"" diye şikayet etti ;)";3
$u eskı tahoe ler kadar sevdıgım ba$ka 4 ceker arac yok sanırım;3
SUPERONLİNE;3
#BuKutudaNeVar Audi A1 sahibini buldu, tebrikler!;3
Bugün turkcell'den mesaj gelmeyince müşteri hizmetlerini arayıp 'hmm neyse sen meşgulsün galiba bye' deyip kapattım.;3
aslında uzun bir süredir ortada ama yaygınlaşınca turkcell bir aralar android marketi de yasaklamıştı sonları aynı olur.;3
Turkcell oynadı paylaşsana!;3
avea fena değil ama vodafone kafasi cok iyi, sempati yarattı bende turkcell abonesi olarak;3
"""iyi geceler aşkım"" diye mesaj atan bi servisi olmalı turkcell'in.";3
5 yıldır bekleyip umudumu kestiğim anda gelen hamilelik haberim 2011 in en iyisiydi. vee 2012 de kavuşacağım yavruma bu süperrrrrr;3
turkcell sevgi sözcükleri:yarram hayat paylasinca guzel.;3
Rumara olayini hala anlayamadim ben :);3
iPhone 4S Turkcell’de 99 değil 174 liraya geliyor;3
Photo: #türkcell le bağlan hayata! #europe #türkcelleurope #türkei #türkiye #turkey #mobile #pencil (Taken...;3
öyle amerika fırsatı bulsam bende hemen alacam;3
#hayattansogutanseyler şarkılı türkülü reklamlar (bknz. turkcell, coca cola, vodafone, mutlu akü,  akp vb);3
#Turkcell Maltepe Plaza yeni yilimizi kutlar =);3
iPhone 4S, Turkcell'le Türkiye'de -;3
peki bunu benim özturkcell okumama ne dicez ?;3
#3kelimeyle2011 süper bir yıldı.;3
Kiev de mcdonalds a gidip 12 mil. Gnctrkcll li olarak indirim istiyoruz dedim. Ha? dedi.. Dit dit diritdit dedim siktir git dedi...;3
valla gökhanda diyor ama nedense ben bulduğumda paranız olmuyo :) yoksa sevgilime s2 i 1200 tl ye aldık turkcell;3
Bu boktan türün 8-10 yaşındaki yavruları, 4-5 aylık köpeğin üzerine benzin döker, kahkahalar eşliğinde yakar ve bunu videoya çeker.;3
kubat'ın sesini ilk duyduğumda turkcell reklamında ,yoo yoo dedim hayır olamaz nil bu sadece fena halde faranjit olmuş ve sesi kalınlaşmış.,;3
turkcell veya vodafone mu?;3
Bu gece Turkcell Teknoloji'de sabahlayacağım galiba.;3
hım şey tabii hayat paylaşınca güzel ama bu biraz güzel olmadı:( tuz koymayı unutmuşum :/ daha başarılı bi çalışmamı paylaşsam?;3
daha yeni mı.;3
105 gündür tl yüklemiyorum turkcel öyle söyledi :D;3
Bizimki de can,kontür alamayan patlıcan gerisi zaten hep SELOCAN boşver yavuz abi:P espri benim ha kapma:D;3
+Turkcel 4 Çeker. -Meryem Çok Şeker. -BEĞENMEYEN HÜRREMCİ DEĞİLDİR-';3
Icinizdeki genclik atesini sondurmeyin' desem bu size  cok mu GNCTRKCLL gelir?Fikirlerinizi duymak isterim?Tekrara dusmek gibi mi geliyor?;3
"Eğitimciler arasında: Ahmet Misbah Demircan, Aziz Yeniay; Prof. Nilüfer Narlı, Kanal İstanbul proje mimarı Dr. Sinan Genim, Süreyya Ciliv...";3
günaydın hayat abonelirimizi paylaşınca avealıya da bize de güzel -Turkcell-;3
"kesinlikle pişman olmazsın.Denemeye değer ;)";3
yarin usenmeden Turkcell e gidicem gitsin su bildirim:);3
10 milyon :);3
Bişi diyim mi sana Hayat uyuyunca güzel.. GN;3
bunlar hep paylaşan cinsten herşey ortak misali... Hayat paylaşınca güzel sloganıda başkasınınmış meger :);3
Pazar keyfi başlasın! Güzel bir kahvaltının ardından şöyle televizyonun karşısına uzanıp bir çay daha içmek yok mu, harika! :);3
Bir reklam ajansı var, kimdirler necidirler bilmiyorum hiç duymadım ama bayram seyran yıl başı hiç sektirmiyorlar mesajı.Turkcell gibiler;3
CBL Mac sonucu : THY 54 - Turkcell 57;3
31 Aralık'ta  şarkı indirmek 10 kuruş kalan 364 gün bedava;3
#SonDakika 10:29 Nil'e şok suçlama:  'Hayat Paylaşınca Güzel' şarkısının kendi eserinden çalıntı...  #ProSosyalMedya;3
"yuh diyorum sana okanmirze yuhh yuhh mac te kullanma yazik yazik bende mac kullaniyorum ne olmus turkcell 1 ipad 2 ;)";3
"Optimist Kitap tarafından Eylül 2011'de yayınlanan ""Açık Liderlik"" kitabının yazarı Charlene Li geçtiğimiz hafta...";3
hayat paylaşınca güzel  :);3
Sn. Turkcell ön kayıtımı iptal ettirin lütfen.4s Turkcell iletişim merkezinden aldım;3
iPhone 4S Turkcell, Vodafone ve Avea’da satışa çıktı: Apple’ın en yeni akıllı telefonu iPhone 4S, cep telefonu o...;3
*133# Turkcell Şebeke Servisleri Hakkında Bazı Bilgiler;3
Dönemin türkcell reklam müzigi;3
turkcell gbı 4 cekemem cıcıss :D;3
Malubiyete teselli yok mu? Hep kazanana odul! “ takiminizin alacagi her galibiyete 20TL,beraberliğe 12TL konuşma kazanabilirsiniz!;3
nihatan sora güzel bir şey buldum türkiyede 4 şekilde hat vardır 1. vodafon hat 2. turkcell hat 3. aveya hat 4. ise nihat;3
"""Sunucular birbirini yedi"" haberinin üstünde Turkcell reklamı; hayat paylaşınca güzel !";3
"""Hayat paylaşınca güzel"" derken...Meğer başkasının şarkısını kendilerine paylaşmışlar...";3
ben de seni aradım gecenlerde ulasamadım. turkcell no var sende. çalışmaktan gunler geceler karıstı benim cok fena.;3
turkcell atıcak tabi sana mesajı ben mi atıcam;3
Değerli süperonline 2.10 tarihinde hem telefonumu hem hattımı superonline'a geçirdim. bana herhangi bir işlem yapmam gerekmediğini,;3
Turkcell T20. Bilmem kullnisli. Al;3
4 çeker aslan;3
napcezzz selocan da cagirmiyor hic;3
turkcell yedek;3
""" Turkcell T11 mi Geliyor?  Ben bu T serisinden tırsıyorum ufaktan. Terminator'ü çağrıştırıyor sanki.";3
hayir.android for twitter daha kullanisliydi.ozellikle gundem kismi.;3
1995 YILINDA PANASONİC G400 HATTIM TURKCELL İDİ;3
merhaba nasılsın turkcell?;3
aaaa turkcell turkcell die yazilir türksel die okunur denizcim ne densizmisin sen de yaa :)));3
barış sağlık huzur;3
olur bir gün olur oda olur :)  gerçi bana turkcel beni acil ara diye mesaj atıyorlar hoş ya hal hatır soran yok;3
"#SampiyonlukSarkisiDusmesinDillerden test edildi onaylandı, CİMBOM 4 çeker ;) futbol gol atınca güzel, la lala la lalalalalala :D";3
MİY-Ankaragücü Maçı Esnasında Turkcell Maç Skorunun Saçma Sapan 4 Defa Göndermiş Olduğu fb 1- Trabzonspor 0...;3
Bunlarda hep sarki soyluyor(turkcell reklami)(m.arda 3 yasinda);3
turkcell vodafone bankacilik lisansi alirsa yanariz!;3
turkcell zaman makinasini da mi buldu!?;3
atv de özel türkcell iletişim merkezi var hahahahah;3
İşte karşınızda Turkcell'in ışık hızında 3G bağlantısı. Muhteşem!;3
#haber #ekonomi *'Turkcell Tebliği' Yürürlüğe Girdi  #konya;3
iphone 4S satışları bugün başladı, Turkcell'in fiyatları da belli oldu! - Teknogaste;3
i know ama Turkcell yapmasa bari :);3
Charlene daha cok Turkcell egitimi veriyor gibi;3
#Turkcell ve #Vodafone bu gün mesaj atmadı , kesin başlarına bişi geldi..;3
direk turkcell e yapistir;3
Samsung Chat 527 kolay kullanıma sahip olan, hızlı mesajlaşmak isteyenler için ideal bir cep telefon... Haberin Devamı;3
hakediyolar;3
#sonundabudaoldu 206 ülkede günde 1,7milyar bardak içilen Coca-Cola'nın gizli formülünü Türkiye Paz.Direktörü açıkladı!;3
canım oda numaramı değil, turkcell numarasını sormusdum :P;3
saol cefo:) ama açılmıo şimdilik yarın turkcell e gidicem bakalım;3
bunu peki geri naisl eski haline getire biliriz nerde tikladim;3
valla telefonumda çatır çatır görünüyo viber canım :) aradım ve çaldıda, ama sende benim diğer hat yok sanırım ondan :) tcell varmı;3
Biraz abarttık galiba: 8de başlayan mesaiye servis şoförümüz 7.20de getiriyor. ( Turkcell Superonline);3
30 Aralık Cuma Saat 15.00 da canlı performansıyla Turkcell Muzikte;3
Meraba Turkcell müş hizmetlernden ariyoruz -meraba -isminiz? -Ömürsel -Aa gercektenmi ne kadr guzel bi isim -(yok yalandan)ehehe tesekkurler;3
"""Hayat Paylaşınca Güzel"" ücretsiz MMS kampanyası boyunca, 20 günde toplam 21 milyon 913 bin MMS gönderildi :)";3
bursada yasıyan  kız lar arrasın 0507 696 17 14  Turksel;3
tabi esra hnm dmnizden teflon nonuzu alabilirim turkcell olacak;3
Bizim evde iki selocan var :);3
blackberry de ü i ö gibi noktalı harfler nasıl yazılıyor;3
ben endüstri mühendisiyim, turkcell'de çalışıyorum, iç yazılımlar üzerine...;3
bu arada dünkü turkcell anahtarliklarini göstermedim demi haha;3
2.1.1 turkcell romda sorun çıkarmaz değil mi ?;3
turkcell bu yapar:D;3
elimde İphone olsaydı size ne güzel resimler yolardım vermediniz ki:((;3
1İKD M 4: Kendi işini yapmaya fırsat bulamamış bordrolular, ayı parasının bittiği 15 - 20 günden ibaret sayar ama bir ay genelde 30 çeker;3
Gecen gun benimde basima geldi iki blackberry telefon ikisi de turkcell 5dk fark vardi aralarinda batarya taktim cikardim duzeldi.;3
Sadık dostum Turkcell halimi hatrımı soruyor yine..;3
bugün yolda gördüğüm turkcell şapkalı bir çocuğa aaa sivocan dedim:D nedenini bende bilmiyorum hakkını helal et kardeş;3
Üşeniyorum gidip turkcell bayisene gidip 4s bakmak için;3
"ben bir kurnazlık buldum. 16 liraya tcell 1gb sahibi oluyorsun;)";3
Justin de Turkcell kullanıyomuş.;3
#YeniYilKararlarim bu mesajı RT yapantüm turkcell kullanıcılarına masaustu takvimi bizden...#benimutlueden #2012hayallerim;3
Turkcell mi :D;3
mrb. vınn hattımda bulunan data sim kartı iptal olmuş. yenisini almanın ücreti nedir ve hemen kullanabilirmiyim saygılar..;3
demin Turkcell 2222 den her yone 1000 zalim oldum ulenn. Şeytanda benim zalimde :D;3
Nasıl uyuycaksın bu gece hıı ?!  Selocan derse doğrudur ama paylaşacak bir şey de kalamış baksana :/;3
"Charlene Li: ""Başarılı olmak için sosyal medya için bu platforma özel, paylaşılabilir içerikler oluşturmalısınız."" #PazarlamaKonferansi";3
baslarindaki supervisorlarinin da tek isi foto cekmek olmamali.;3
Derin bir nefes alıyoruz... Ancak checkin yapabiliyoruz!!! ( Turkcell Tepebaşı Plaza w/ 10 others);3
Serlok'a gitmeye karar verdim.  Ayrica gnctrkcll kampanyasindan 1 bilet hakkim vardi ama vermedi cinebonus. Tekmisim. :/;3
"Turkcell online islemlerden bilinmeyen numaralara gizledim numarmi, olmadi bir kod ile yapdim.. &gt;&gt;&gt;";3
bi de bunların turkcell müşteri hizmetleri telefonum çalışmıyor bana ulaşırmısın hemen diyen versiyonları var;3
#netas8argeparty HoSgeldin TeamNetas_turkcell;3
O zaman seni Hayat Paylaşınca Güzel reklamında görmemiz imkansız görünüyor :) Yani bir jeep ve bir kaç Selocan olmayacak :);3
sen de varsın tabi ki de Aslıcım.Hayat hep beraber paylaşınca güzel!lâ lâ lâ lâ lâ lâ!:);3
Gelebilitem var tabiisi. Ay aman of. Turkcell'de olabilirim.;3
"Hayat Paylaşınca Güzel ;)  :DD adalet";3
Coca cola ve Turkcell'in reklamlarını aynı firma çekiyor sanırım. Hep bir şarkı, türkü havası.;3
Turkcell reklamı ne alaka ortimm :);3
Ne yapmış ya bu ?;3
"Lütfen  yap bi iyilik.. Annemin doğumgünü bugün.. Aramazsam küser, hattım kapandı ödemedim dersem kızar! Yarn ödicem sözzzz ;))";3
uydunet tv den bağlanıyor mesela superonline nerden bağlanıyor?binada sorun varda telekomdan dolayı.;3
merhaba biz işsiz gençleriz özel okul açıp iş güç sahibi olmak istiyoruz bize okul yapımında sponsor olabilirmisiniz acaba turkcel;3
#turkcell ve #vodafone şu iPhone paketlerini açıklayın artık.;3
Bu aylar turkcell bıle mesaj atmıyo :(;3
TÖMER Dil Kurslarına gelen insanlar kendi para ve zamanlarını harcayıp geliyorlar. Bunlara sözde değil, özde destek gerekli!..;3
:) :) dizileri iyi gibi duruo ( sanki hepsini izlicemde ) hahhahhahahahahahaha sen ole diosan oledir selocan :) :);3
Sahibiyle beraber satılık BMW. 4 çeker. Her arazi koşuluna uygundur. Deh deyince gider, çüş deyince durur :)))));3
Capitol mağazanızın telefonu 4 saattir aralıksız meşgul, açıkmı kaldı acaba ?;3
#hayatpaylasincaguzel peki turkcell de bizi gorecek mi?;3
360 turkcell ve irem diyim deniz anlar ama doruk yine fransız kalıcak üzgünüm hahaha :D;3
Turkcell ın zamanlamsı;3
Biskolata reklamı herkese örnek olsun hatta burdan en çok reklam veren turkcell e duyrulur;3
Benım derdım Turkcell ıle degıl kvk ıle!!;3
#avea bize musteri sayini aciklasna hatta vodafone ve Turkcell'in mustri sayisini da acikla ama boyle bi reklamla acikla tabi aciklayabirsen;3
Orda durumlar nasıl Sertab?  -Tecavüze uğradım Serkan !!  +Amaaaan hayat paylaşınca güzel..  -Lalalalalaaaa !! # :D ..  .;3
"#turktelekom ,ey sen lider telekom firması, ""beceriksiz"" ve bilgisiz bayilerin arayıp size "" #turkcell Vın"" hediye ""etcez"" diyorlar neden.!";3
#BuKutudaNeVar  :D  :DDD: D: :D: D;3
Bu turkcellin durup dururken acitigi bbmim nerdeyse 2 ay oldu hala kapanmadi ben diyorum turkcell bana asik kimse inanmiyo;3
Neleri istiyorlarsa vereceğiz' diyen Bülent Arınç bence 'hayat paylaşınca güzel la-la-lay-laaay' olayını çok yanlış bi yerden anlamış.;3
Dilayla o kadar çok telefonda konuşuyoruz ki annemizden sonra şimdi de turkcell atarlanmış hahaha B);3
ilk defami ariyorlar haci bildigin turkcell musteri hizmetleri :));3
tarife net, bültende gelen link açılmıyor ama  web sitesinde cihaz bedeli diye 24 aylık ekstra bir ücret daha var:)!!!;3
#turkcell fotosu  çekip karisina yollamaya çalışan ragıp abi baldiza yollayinca karısından da oldu...;3
"Çocuklar Gülsün Diye Turkcell 1234'eVodafone ve Avea 2345'e ""cgd"" yazıp yollayarak kampanyamıza 5 TL katkıda bulunabilirsiniz.";3
Turkcell müsteri hizmetleri aramıs sadece 532 ise peri .;3
Turkcell'ın mağaza mudurundende böyle bir cvp gelmesi gayet dogal tabıkı.. =));3
anlaşmalı mı düşünüyosun, operatör engeli olabilir aletlerin onları atlama, benim ki Turkcell cihazı mesela, market kapalı;3
ayda 2tl o 2tl bi öğrenci için servet demek :));3
haha Noel Baba hesabı,hesabının hesabı,bıraksınlar hesabı kitabı =)) bi turkcell gece 3e kadar bağladı bak bizi =);3
Orda durumlar nasıl Sertap +Tecavüze uğradım hakan , ama olsun hayat paylaşınca güzel, lalalalalalalala :)));3
canim bizi de davet etsene bi kerecik su pazarlama konferanslarina. Biz bazarnamaci dill miyik.;3
kapatılabiliyor onlar beybi turkcell'in websitesinden. ama explorer'la yapman lazım. sen gmail kullanıyor musun de bana bi;3
pekı bırı benı ararken turkcell sarkısı calan telefonuma ne demelı;3
#3kelimeyle2011 şamata gırgır eğlence :D;3
05327577777 aradı actım bi baktim turkcell eskıden 532 ,8090, 8091 gıbı numrlardan ararlardı demkkı acmynca kımse ozl noya cevrmslr hattı:D;3
21 milyon 913 bin MMS gönderildi;3
Bu servislerde enaz ikisi yalan söylüyor     2011'de en çok kullanıcı kazanan hangisi? Herkes kafasına göre birinci;3
Bu twitterdaki  bağlan olayının turkcell'le bir alakası olabilir mi? Bence turkcell bu alana reklam vermeli..;3
#AD?;3
müzik yaz 1040 gönder 20tl kazan bunu yapıp kazanan varmı turkcel için gecerli;3
iPhone 4S bugün satışta: Turkcell, Vodafone Türkiye ve Avea, bugün itibarıyla iPhone 4S’in satışına başlıyor.;3
canim  tebrikler. Turkcell bo ilk 10 icindedin sende;3
Turkcell girişim günlerinde sizin garip bir kişi olduğunuzu düşündüğüm için üzgünüm. Fakat dün gece 02:30 da makalenizi okudm;3
2011 yaşandı bitti.;3
"Bu Turkcell Reklamında"" Hayat Paylaşınca Güzel"" Derken Manitaları Falandamı Paylaşıcaz..Yok Lan O Kadarda Değildir Amk";3
superonline nasıl bilmem ama ttneti kesinlikle önermiyorum !;3
“ Turkcell reklaminda hamile bi abla var ya... Yediz doguracak galiba. Hic bu kadar hamile birini gormemistim”;3
turkcell;3
gnctrkcll...? deger mi ?;3
Blackberry kullaniyorum ama turkcell i phone paketim var. isn't it ironic?;3
Turkcell oynattıran kampanyanın hediye kuponlarının mesajları telefona mesajmı gelecek?;3
"gnctrkcll le indrmli bilet alacak olsam bile twilight a gitmem:)) bnm için gelmiş geçmiş tek vampir filmi ""vampirle görüşmedir""";3
abi sen de turkcell blog yarismasindaydim yanlis hatirlamiyorsam. 5 ocak'ta nasil katiliyoruz odul torenine?;3
O Ses Türkiye arasına giren Kubat'lı Turkcell reklamı çekilirken, herkes yılbaşında ne yapacağını düşünüyormuş...;3
turksel işte;3
turkcell mi türkcell mi ? bugün bi yerde gördüm aklıma geldi :D uyuruz kalkarız konuşuruz nasıl bişeyiz anlam veremedim :D;3
e hemen bildrmem gerek vapurda turkcell bedava gazete dagtyor ama belli gazeteler sabah habertrk gbi digerleri niye yok;3
turkcel olsan atardım..........;3
turkcell;3
konferans internetten yayınlanacak mı?;3
"“ Turkcell ""kim aramış"" diye göstereceğine ""kimler aramak istemiş"" diye gösterseydi herşey bambaşka olabilirdi.”";3
Bengünün Türkcell Konserini kaydeden Varmi?;3
#BuKutudaNeVar  ayfon dört se ayped ikiiiiiiii :D;3
..  #turkcellesavasimvar .. bu reklamı görmesin.. yine kızacakkk :));3
süperonline;3
Copcu karisi bile sabahlik giyiyo bkz turkcell reklami;3
Sebekemde pıl az yazıo turkcell adınımı deıstırdı lan acaba?Hassıktır sarjım bıtıomus.Sarj aletım nerde lan benım.Aha buldum.Tamam sakin ya!;3
"4 saat içerisinde beyaz eşyalar, bosch servisi, baza, süperonline gelip geçince; ortalık savaş alanına döndü doğal olarak :|";3
suadiye turkcell de bi berna lacin gordum sanki =);3
Yok turkcell degil bu sefer :D;3
Önüne GeLene Unuturum Demek KoLay !!.. -Sana Bişe Söleyim mi ? Karşına Geçsem , Unuttunmu.. ? Desem.. -Ruhun donar    SeLoCAn;3
ne iş hacı aldınmı arabayı ?? :)) düüt düüt hııhh? :p;3
Bugün avea yarın turkcell :) belli mi olur mesajlasacak birileri bizede mesaj olarak numarasını atar :);3
İyi akşamlar elimde 3 adet türkcell 250 kontör kazı konuş kartı var son kul.tar geçmiş bunu nasıl değiştirebilirim..;3
pazarlama ailesiyle beraber yol almak istiyorum. CV'm blogumda, ilginizi bekliyor:);3
"Bugün turkcell 'den msj gelmeyince musteri hizmetlerini arayıp ""hmm neyse sen mesgulsun galiba bye"" deyip kapattım";3
Orda durumlar nasıl Sertap? +Tecavüze uğradım Hakan.Ama olsun hayat paylaşınca güzel,lalalalalala .d;3
turkcell müşt hizmetleri..;3
O kadar turkcele can dedik hayat paylaşınca güzel dedik turkcell bize stajyer kadrosunda yer verecek mi bilinmiyo hiçç :(( umudumuz THY :D;3
Dur bi mesaj ataLım SevgiLisin'den zannetsin..  -Turkcell. :D;3
""" Silgi tozlarını biriktirip, onları yuvarlayarak uzun bir ip yapanlar var mı aramızda? :) Haydi RT edin!"" Cocukken evet :D";3
"Charlene Li: ""Geleneksel medya için hazırlanan içeriği alıp sosyal medyada paylaşmak sosyal medya iletişimi değildir."" #PazarlamaKonferansi";3
Sayın Başkan,Organize san.Turkcell çağrı merkezinin bulnduğu sokak yaz kış çamur.Gözünüzden kaçmış olabilr;3
Turkcell İK tek tıkla turkcelli CV www.turkcellisimolurmusun.blogspot.com;3
"Keske Turkcell ""kim aramış"" diye göstereceğine ""kimler aramak istemiş"" diye gösterseydi herşey bambaşka olabilirdi sankiíí??!!!";3
Bugün #turkcell bile mesaj çekmedi;3
Selocan napiyirsinn;3
Bogac Nurcan sen Turkcell çalışanımısın ?;3
Turkcell ici 600. Hepsini sana ve anneme harcayacağım, merak etme. :D.;3
atsan da turkcell reddeder çünkü telefonum kapalı.. :);3
"Kuzey Kıbrıs Turkcell aboneleri ""en büyük taraftar""ı seçti";3
"15 tl diyo 19 tl ver turkcell ıphone al ;)";3
hayat paylasınca güzel ben ciddi düsünüyorum dedim cık aramızdan.;3
CSI Turkcell bi gelemedi gitti.;3
kalite diyorum. herkese günaydın :);3
alaala baksen:DOdakikalar elbet biter bittiği zaman bukadar küstah olabilecekmisin bakalım :D sonuçta buhran turkcel deil :D;3
Turkcell yani, şaşırmamak lazım.;3
"Sen vodafone gibi Her Anı yaşarken...Ben Seni Turkcell gibi her yerde çekemem...Şimdi geL ayrılalım desem...Avea gibi ""OH BE"" DiyeceKSin...";3
yeni yılda daha uygun internet paketleri bekliyoruz turkcelden.;3
Turkcell 4 çeker panpalopp ama ben cekemem artık tripleri;3
-Kanka Turkcell'i kazıkladım. +Nasıl yaptın? -Sms yaptım, seneye bitiyor. +Seni tanıdığım güne lanet olsun';3
“ 'hayat paylaşınca güzel' mi? banane mı banane mı? ben onun karınıyım karınıyım.”;3
Online İşlemler Facebook'ta! Kullanımınızı sorgulayın, tarife bilginizi güncelleyin ya da size özel avantajları görün.;3
Bugün kadının biri turkcell e girip kontür satılıyor mu? dedi. Şaka gibi yaa :D;3
Bu vodafone'la avea'nın turkcell'e bok atma reklamları da bakalım nereye kadar;3
#konya #elektroworld #turkcell standindaki arkadas. Sen sorulara burnunla cevap verip onundeki ekrandan domates ekmeye devam et;3
ne biliyim bi ara vodafone turkcell avea muhabbeti geçmişti ordan kalmış aklımda :D;3
Reklamlarda CEKMIYOR diye gobek atanlar Avea'lı mi Turkcell'li mi o zaman :-D;3
bu arada aklıma bişey geldi ya, turkcell super lig artık başlasın diye reklam yapıyolardı eskiden... yine yapsınlar..;3
Selocan ile kumru form Ortaköy .....;3
"Turkcell ""kim aramış"" diye göstereceğine ""kimler aramak istemiş"" diye gösterseydi herşey bambaşka olabilirdi.";3
un çekim gücü turkcell'inkini geçmiş! :);3
iphone 4 üm yetiyor bana s de neymiş :D;3
kıza tiyatroya gidelim madem bigün devlet tiyatroları ucuz diorum aaaa gnctrkcll yok mu orda da diyo!  ne düşünüosun bu konuda?;3
Hayat paylasinca güzel diye slogan çıkaran  CEO'su her ay maaşının yarısını benimle paylaşırmı acaba?;3
#3kelimeyle2011 banapiyano hediye edermisiniz?;3
karla karisik yagmur diyor Esen'cim :( aynen devam yani.. Yarin sabah turkcell update eder...;3
#3kelimeyle2011 askerlik, ayrılık, işsizlik;3
"Bu avea son reklamiyla turkcell kullanicilarina acikca keriz mi diyo; ben mi abartiyorum!!!";3
Kendimi turkcell store'da iphone bakarken buldum. Ama sonra hemen uzaklastim ordan.;3
şimdi ben turkcell akmerkez'e gittim, dedim ki iphone 4 istiyom, dediler ki bb var. ben de access point var mı dedim;3
"tcell storedan gelen ""yahya yılancı"" smsiyle ne anlatmak istediniz acep????";3
Nil Karaibrahimgil-Gökhan Tepe...  HAYAT PAYLAŞINCA GÜZEL  DAVALIK OLDU.  via;3
teşekkür ederim arayıp soruyorsunuz  süper ama telefon  konuşamaızda anlattığım gibi kadın arasın beni güzelsesli olsun;3
